Commodities,Countries,Nominal_Value,HS_Code,Month,Year,Inflation_Rate,CPI,Real_Value,CategoryType,YearMonth
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Philippines,215884,7610,8,2025,2.7,148.07891445527505,145789.832,Refined/Articles,2025-08-01
7602 Aluminum Waste And Scrap,Thailand,0,7602,2,2024,2.9,144.18589528264368,0.0,Ore/Raw,2024-02-01
7602 Aluminum Waste And Scrap,Thailand,76276,7602,9,2013,1.5,106.32226499999997,71740.383,Ore/Raw,2013-09-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Thailand,524265,7418,10,2010,1.5,100.0,524265.0,Other,2010-10-01
2504 Natural Graphite,Vietnam,6900,2504,8,2025,2.7,148.07891445527505,4659.678,Other,2025-08-01
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Vietnam,140000,8111,4,2012,1.7,104.75099999999999,133650.275,Ore/Raw,2012-04-01
"7606 Aluminum Plates, Sheets & Strip Over .2mm Thick",Malaysia,2438548,7606,11,2023,3.4,140.12234721345354,1740299.137,Refined/Articles,2023-11-01
7419 Articles Of Copper Nesoi,Malaysia,301591,7419,3,2021,7.0,127.24398363023722,237017.886,Refined/Articles,2021-03-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Indonesia,2159238,7607,3,2022,6.5,135.51484256620265,1593359.044,Refined/Articles,2022-03-01
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Vietnam,7518,8105,4,2018,1.9,114.6409802061275,6557.864,Ore/Raw,2018-04-01
"7508 Articles Of Nickel, Nesoi",Indonesia,747752,7508,7,2015,0.7,107.92305302183996,692856.604,Refined/Articles,2015-07-01
7616 Articles Of Aluminum Nesoi,Vietnam,1568202,7616,9,2019,2.3,117.27772275086842,1337169.552,Refined/Articles,2019-09-01
7608 Aluminum Tubes And Pipes,Singapore,5478,7608,2,2023,3.4,140.12234721345354,3909.441,Refined/Articles,2023-02-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Malaysia,13395,7612,2,2013,1.5,106.32226499999997,12598.49,Other,2013-02-01
7616 Articles Of Aluminum Nesoi,Burma,223288,7616,3,2022,6.5,135.51484256620265,164770.143,Refined/Articles,2022-03-01
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,245150,8108,5,2022,6.5,135.51484256620265,180902.693,Ore/Raw,2022-05-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Vietnam,159554,7610,10,2012,1.7,104.75099999999999,152317.4,Refined/Articles,2012-10-01
7410 Copper Foil (backed Or Not) Nov .15mm Th (ex Back),Singapore,94099,7410,6,2024,2.9,144.18589528264368,65262.278,Refined/Articles,2024-06-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Malaysia,11740,7612,4,2013,1.5,106.32226499999997,11041.902,Other,2013-04-01
"7407 Copper Bars, Rods And Profiles",Thailand,290859,7407,7,2024,2.9,144.18589528264368,201725.002,Refined/Articles,2024-07-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Philippines,7600,7612,9,2024,2.9,144.18589528264368,5270.973,Other,2024-09-01
7608 Aluminum Tubes And Pipes,Malaysia,26160,7608,9,2020,1.4,118.91961086938058,21998.054,Refined/Articles,2020-09-01
7412 Copper Tube Or Pipe Fittings,Indonesia,710640,7412,12,2010,1.5,100.0,710640.0,Other,2010-12-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Thailand,23138470,7615,3,2015,0.7,107.92305302183996,21439784.506,Other,2015-03-01
7608 Aluminum Tubes And Pipes,Indonesia,93766,7608,3,2020,1.4,118.91961086938058,78848.223,Refined/Articles,2020-03-01
7410 Copper Foil (backed Or Not) Nov .15mm Th (ex Back),Malaysia,23875,7410,8,2012,1.7,104.75099999999999,22792.145,Refined/Articles,2012-08-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Thailand,622182,7418,12,2024,2.9,144.18589528264368,431513.775,Other,2024-12-01
7412 Copper Tube Or Pipe Fittings,Thailand,1904694,7412,11,2011,3.0,103.0,1849217.476,Other,2011-11-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Burma,12453,7607,12,2019,2.3,117.27772275086842,10618.385,Refined/Articles,2019-12-01
7609 Aluminum Tube Or Pipe Fittings,Thailand,19353,7609,10,2015,0.7,107.92305302183996,17932.221,Other,2015-10-01
7410 Copper Foil (backed Or Not) Nov .15mm Th (ex Back),Philippines,12058,7410,6,2016,2.1,110.18943713529859,10942.973,Refined/Articles,2016-06-01
"7604 Aluminum Bars, Rods And Profiles",Malaysia,2144542,7604,3,2011,3.0,103.0,2082079.612,Refined/Articles,2011-03-01
7408 Copper Wire,Thailand,645843,7408,8,2017,2.1,112.50341531513985,574065.239,Refined/Articles,2017-08-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Thailand,5767983,7615,2,2025,2.7,148.07891445527505,3895208.863,Other,2025-02-01
7613 Aluminum Containers For Compressed Or Liquefid Gas,Thailand,653062,7613,12,2024,2.9,144.18589528264368,452930.572,Refined/Articles,2024-12-01
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Thailand,6931,8105,7,2020,1.4,118.91961086938058,5828.307,Ore/Raw,2020-07-01
"7604 Aluminum Bars, Rods And Profiles",Vietnam,1181568,7604,6,2014,0.8,107.17284311999997,1102488.248,Refined/Articles,2014-06-01
7419 Articles Of Copper Nesoi,Philippines,38496,7419,10,2011,3.0,103.0,37374.757,Refined/Articles,2011-10-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Thailand,25049622,7615,8,2015,0.7,107.92305302183996,23210631.37,Other,2015-08-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Singapore,4313,7612,7,2022,6.5,135.51484256620265,3182.677,Other,2022-07-01
7411 Copper Tubes And Pipes,Indonesia,14157,7411,2,2022,6.5,135.51484256620265,10446.826,Refined/Articles,2022-02-01
"7606 Aluminum Plates, Sheets & Strip Over .2mm Thick",Indonesia,12565009,7606,4,2014,0.8,107.17284311999997,11724060.531,Refined/Articles,2014-04-01
"7407 Copper Bars, Rods And Profiles",Thailand,232730,7407,7,2015,0.7,107.92305302183996,215644.381,Refined/Articles,2015-07-01
7412 Copper Tube Or Pipe Fittings,Singapore,956518,7412,4,2017,2.1,112.50341531513985,850212.411,Other,2017-04-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Thailand,5916573,7610,6,2024,2.9,144.18589528264368,4103433.965,Refined/Articles,2024-06-01
"7604 Aluminum Bars, Rods And Profiles",Thailand,681482,7604,12,2019,2.3,117.27772275086842,581083.93,Refined/Articles,2019-12-01
7616 Articles Of Aluminum Nesoi,Malaysia,1270422,7616,7,2015,0.7,107.92305302183996,1177155.357,Refined/Articles,2015-07-01
7605 Aluminum Wire,Malaysia,99080,7605,3,2017,2.1,112.50341531513985,88068.437,Refined/Articles,2017-03-01
7411 Copper Tubes And Pipes,Thailand,7067463,7411,5,2020,1.4,118.91961086938058,5943059.306,Refined/Articles,2020-05-01
7404 Copper Waste And Scrap,Philippines,397875,7404,8,2011,3.0,103.0,386286.408,Ore/Raw,2011-08-01
"7409 Copper Plates, Sheets & Strip, Over 0.15MM Thick",Vietnam,169924,7409,5,2020,1.4,118.91961086938058,142889.805,Refined/Articles,2020-05-01
7404 Copper Waste And Scrap,Vietnam,132457,7404,12,2024,2.9,144.18589528264368,91865.435,Ore/Raw,2024-12-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Indonesia,377531,7615,7,2012,1.7,104.75099999999999,360408.015,Other,2012-07-01
7408 Copper Wire,Vietnam,578662,7408,4,2018,1.9,114.6409802061275,504760.164,Refined/Articles,2018-04-01
"7415 Nails, Tacks Etc Of Copper Etc, Screws Etc, Copper",Malaysia,4745,7415,2,2019,2.3,117.27772275086842,4045.952,Other,2019-02-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Malaysia,2029,7418,12,2019,2.3,117.27772275086842,1730.081,Other,2019-12-01
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,394732,8108,2,2014,0.8,107.17284311999997,368313.454,Ore/Raw,2014-02-01
"3606 Ferrocerium & Other Pyrophoric Alloys, Etc.",Philippines,503903,3606,3,2019,2.3,117.27772275086842,429666.426,Refined/Articles,2019-03-01
7412 Copper Tube Or Pipe Fittings,Vietnam,90816,7412,4,2018,1.9,114.6409802061275,79217.746,Other,2018-04-01
7419 Articles Of Copper Nesoi,Singapore,113657,7419,8,2019,2.3,117.27772275086842,96912.694,Refined/Articles,2019-08-01
"7601 Aluminum, Unwrought",Malaysia,468663,7601,10,2018,1.9,114.6409802061275,408809.31,Refined/Articles,2018-10-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Vietnam,1593362,7615,5,2015,0.7,107.92305302183996,1476387.07,Other,2015-05-01
"7606 Aluminum Plates, Sheets & Strip Over .2mm Thick",Malaysia,12295,7606,2,2017,2.1,112.50341531513985,10928.557,Refined/Articles,2017-02-01
7907 Articles Of Zinc Nesoi,Indonesia,21044,7907,2,2018,1.9,114.6409802061275,18356.438,Refined/Articles,2018-02-01
7419 Articles Of Copper Nesoi,Vietnam,151896,7419,8,2016,2.1,110.18943713529859,137849.874,Refined/Articles,2016-08-01
7907 Articles Of Zinc Nesoi,Philippines,43147,7907,9,2019,2.3,117.27772275086842,36790.448,Refined/Articles,2019-09-01
7609 Aluminum Tube Or Pipe Fittings,Thailand,42136,7609,8,2022,6.5,135.51484256620265,31093.273,Other,2022-08-01
"7409 Copper Plates, Sheets & Strip, Over 0.15MM Thick",Malaysia,21490,7409,12,2019,2.3,117.27772275086842,18324.026,Refined/Articles,2019-12-01
7419 Articles Of Copper Nesoi,Philippines,174243,7419,10,2010,1.5,100.0,174243.0,Refined/Articles,2010-10-01
"7413 Stranded Wire, Cable Etc Of Copper, Not Elec Insul",Thailand,11222,7413,4,2024,2.9,144.18589528264368,7783.008,Refined/Articles,2024-04-01
7411 Copper Tubes And Pipes,Malaysia,1978291,7411,2,2022,6.5,135.51484256620265,1459833.449,Refined/Articles,2022-02-01
7419 Articles Of Copper Nesoi,Philippines,45765,7419,8,2013,1.5,106.32226499999997,43043.665,Refined/Articles,2013-08-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Indonesia,1188967,7607,7,2020,1.4,118.91961086938058,999807.342,Refined/Articles,2020-07-01
7408 Copper Wire,Indonesia,23776,7408,7,2013,1.5,106.32226499999997,22362.202,Refined/Articles,2013-07-01
7404 Copper Waste And Scrap,Singapore,55005,7404,5,2020,1.4,118.91961086938058,46253.935,Ore/Raw,2020-05-01
"7604 Aluminum Bars, Rods And Profiles",Malaysia,2220657,7604,6,2017,2.1,112.50341531513985,1973857.41,Refined/Articles,2017-06-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Malaysia,10787,7612,7,2010,1.5,100.0,10787.0,Other,2010-07-01
7408 Copper Wire,Malaysia,22624,7408,12,2020,1.4,118.91961086938058,19024.617,Refined/Articles,2020-12-01
"7606 Aluminum Plates, Sheets & Strip Over .2mm Thick",Malaysia,11875,7606,8,2010,1.5,100.0,11875.0,Refined/Articles,2010-08-01
7602 Aluminum Waste And Scrap,Vietnam,226217,7602,1,2019,2.3,117.27772275086842,192890.0,Ore/Raw,2019-01-01
"7601 Aluminum, Unwrought",Thailand,176689,7601,6,2019,2.3,117.27772275086842,150658.621,Refined/Articles,2019-06-01
7412 Copper Tube Or Pipe Fittings,Thailand,3805918,7412,7,2024,2.9,144.18589528264368,2639591.059,Other,2024-07-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Thailand,350747,7607,3,2013,1.5,106.32226499999997,329890.451,Refined/Articles,2013-03-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Indonesia,29428,7418,8,2025,2.7,148.07891445527505,19873.187,Other,2025-08-01
7419 Articles Of Copper Nesoi,Vietnam,232507,7419,1,2018,1.9,114.6409802061275,202813.165,Refined/Articles,2018-01-01
7503 Nickel Waste And Scrap,Vietnam,4902,7503,6,2022,6.5,135.51484256620265,3617.316,Ore/Raw,2022-06-01
7616 Articles Of Aluminum Nesoi,Vietnam,153046,7616,4,2013,1.5,106.32226499999997,143945.391,Refined/Articles,2013-04-01
7412 Copper Tube Or Pipe Fittings,Malaysia,4620,7412,8,2014,0.8,107.17284311999997,4310.794,Other,2014-08-01
7609 Aluminum Tube Or Pipe Fittings,Vietnam,146039,7609,8,2017,2.1,112.50341531513985,129808.504,Other,2017-08-01
7609 Aluminum Tube Or Pipe Fittings,Vietnam,8876,7609,6,2013,1.5,106.32226499999997,8348.204,Other,2013-06-01
7616 Articles Of Aluminum Nesoi,Philippines,37235,7616,12,2016,2.1,110.18943713529859,33791.805,Refined/Articles,2016-12-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Philippines,50368,7610,3,2022,6.5,135.51484256620265,37167.884,Refined/Articles,2022-03-01
7608 Aluminum Tubes And Pipes,Indonesia,185246,7608,11,2019,2.3,117.27772275086842,157954.977,Refined/Articles,2019-11-01
"7505 Nickel Bars, Rods, Profiles And Wire",Malaysia,35470,7505,3,2024,2.9,144.18589528264368,24600.187,Refined/Articles,2024-03-01
2820 Manganese Oxides,Singapore,20235,2820,3,2014,0.8,107.17284311999997,18880.716,Compound,2014-03-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Malaysia,1995661,7615,10,2025,2.7,148.07891445527505,1347700.993,Other,2025-10-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Thailand,175462,7418,11,2022,6.5,135.51484256620265,129478.068,Other,2022-11-01
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,295681,2846,8,2020,1.4,118.91961086938058,248639.394,Compound,2020-08-01
"7508 Articles Of Nickel, Nesoi",Malaysia,1472829,7508,8,2025,2.7,148.07891445527505,994624.39,Refined/Articles,2025-08-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Vietnam,85077,7607,9,2012,1.7,104.75099999999999,81218.318,Refined/Articles,2012-09-01
7907 Articles Of Zinc Nesoi,Vietnam,409335,7907,1,2023,3.4,140.12234721345354,292126.851,Refined/Articles,2023-01-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Thailand,12020622,7615,4,2018,1.9,114.6409802061275,10485449.425,Other,2018-04-01
7404 Copper Waste And Scrap,Singapore,162890,7404,12,2025,2.7,148.07891445527505,110002.157,Ore/Raw,2025-12-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Thailand,526719,7612,8,2015,0.7,107.92305302183996,488050.5,Other,2015-08-01
7419 Articles Of Copper Nesoi,Thailand,771046,7419,5,2017,2.1,112.50341531513985,685353.416,Refined/Articles,2017-05-01
"7604 Aluminum Bars, Rods And Profiles",Malaysia,1942294,7604,5,2021,7.0,127.24398363023722,1526432.877,Refined/Articles,2021-05-01
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,3782738,8108,6,2025,2.7,148.07891445527505,2554541.958,Ore/Raw,2025-06-01
"7415 Nails, Tacks Etc Of Copper Etc, Screws Etc, Copper",Philippines,18300,7415,1,2018,1.9,114.6409802061275,15962.878,Other,2018-01-01
"3606 Ferrocerium & Other Pyrophoric Alloys, Etc.",Philippines,94886,3606,8,2020,1.4,118.91961086938058,79790.036,Refined/Articles,2020-08-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Thailand,874563,7612,7,2018,1.9,114.6409802061275,762871.181,Other,2018-07-01
7605 Aluminum Wire,Singapore,41566,7605,1,2010,1.5,100.0,41566.0,Refined/Articles,2010-01-01
"7601 Aluminum, Unwrought",Malaysia,0,7601,1,2020,1.4,118.91961086938058,0.0,Refined/Articles,2020-01-01
7609 Aluminum Tube Or Pipe Fittings,Singapore,86384,7609,12,2017,2.1,112.50341531513985,76783.447,Other,2017-12-01
7907 Articles Of Zinc Nesoi,Singapore,143507,7907,5,2019,2.3,117.27772275086842,122365.098,Refined/Articles,2019-05-01
"7604 Aluminum Bars, Rods And Profiles",Malaysia,1301358,7604,11,2016,2.1,110.18943713529859,1181018.829,Refined/Articles,2016-11-01
"7413 Stranded Wire, Cable Etc Of Copper, Not Elec Insul",Thailand,176700,7413,7,2025,2.7,148.07891445527505,119328.265,Refined/Articles,2025-07-01
"7403 Refined Copper & Alloys (no Mast Alloy), Unwrought",Vietnam,66630,7403,9,2022,6.5,135.51484256620265,49168.046,Refined/Articles,2022-09-01
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,28790,8108,5,2015,0.7,107.92305302183996,26676.414,Ore/Raw,2015-05-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Indonesia,964430,7615,8,2011,3.0,103.0,936339.806,Other,2011-08-01
"7409 Copper Plates, Sheets & Strip, Over 0.15MM Thick",Thailand,10172,7409,11,2023,3.4,140.12234721345354,7259.37,Refined/Articles,2023-11-01
7412 Copper Tube Or Pipe Fittings,Vietnam,1408142,7412,11,2020,1.4,118.91961086938058,1184112.519,Other,2020-11-01
"7508 Articles Of Nickel, Nesoi",Thailand,16825,7508,9,2024,2.9,144.18589528264368,11668.964,Refined/Articles,2024-09-01
7616 Articles Of Aluminum Nesoi,Cambodia,1327299,7616,9,2025,2.7,148.07891445527505,896345.712,Refined/Articles,2025-09-01
7605 Aluminum Wire,Malaysia,50757,7605,12,2024,2.9,144.18589528264368,35202.472,Refined/Articles,2024-12-01
"7407 Copper Bars, Rods And Profiles",Thailand,498397,7407,3,2024,2.9,144.18589528264368,345662.798,Refined/Articles,2024-03-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Vietnam,31779,7607,1,2020,1.4,118.91961086938058,26723.095,Refined/Articles,2020-01-01
7907 Articles Of Zinc Nesoi,Vietnam,85069,7907,4,2012,1.7,104.75099999999999,81210.681,Refined/Articles,2012-04-01
7616 Articles Of Aluminum Nesoi,Cambodia,129944,7616,8,2016,2.1,110.18943713529859,117927.819,Refined/Articles,2016-08-01
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Vietnam,67654,8111,12,2010,1.5,100.0,67654.0,Ore/Raw,2010-12-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Philippines,119462,7610,12,2016,2.1,110.18943713529859,108415.11,Refined/Articles,2016-12-01
7616 Articles Of Aluminum Nesoi,Indonesia,42633,7616,8,2018,1.9,114.6409802061275,37188.272,Refined/Articles,2018-08-01
7503 Nickel Waste And Scrap,Indonesia,22400,7503,1,2016,2.1,110.18943713529859,20328.627,Ore/Raw,2016-01-01
"7606 Aluminum Plates, Sheets & Strip Over .2mm Thick",Indonesia,13240483,7606,11,2010,1.5,100.0,13240483.0,Refined/Articles,2010-11-01
7411 Copper Tubes And Pipes,Thailand,455620,7411,8,2010,1.5,100.0,455620.0,Refined/Articles,2010-08-01
7609 Aluminum Tube Or Pipe Fittings,Vietnam,73626,7609,6,2010,1.5,100.0,73626.0,Other,2010-06-01
7411 Copper Tubes And Pipes,Thailand,34978452,7411,8,2024,2.9,144.18589528264368,24259274.412,Refined/Articles,2024-08-01
7412 Copper Tube Or Pipe Fittings,Indonesia,664149,7412,6,2017,2.1,112.50341531513985,590336.745,Other,2017-06-01
7616 Articles Of Aluminum Nesoi,Thailand,1022145,7616,8,2015,0.7,107.92305302183996,947105.342,Refined/Articles,2015-08-01
"7415 Nails, Tacks Etc Of Copper Etc, Screws Etc, Copper",Thailand,54849,7415,5,2014,0.8,107.17284311999997,51178.077,Other,2014-05-01
"7403 Refined Copper & Alloys (no Mast Alloy), Unwrought",Singapore,10800,7403,4,2013,1.5,106.32226499999997,10157.797,Refined/Articles,2013-04-01
"7604 Aluminum Bars, Rods And Profiles",Malaysia,2729920,7604,11,2017,2.1,112.50341531513985,2426521.89,Refined/Articles,2017-11-01
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Philippines,12453,8108,11,2013,1.5,106.32226499999997,11712.504,Ore/Raw,2013-11-01
7412 Copper Tube Or Pipe Fittings,Thailand,6051264,7412,12,2023,3.4,140.12234721345354,4318557.404,Other,2023-12-01
7605 Aluminum Wire,Malaysia,120286,7605,5,2019,2.3,117.27772275086842,102565.088,Refined/Articles,2019-05-01
7408 Copper Wire,Vietnam,1170819,7408,2,2023,3.4,140.12234721345354,835569.075,Refined/Articles,2023-02-01
7411 Copper Tubes And Pipes,Indonesia,42100,7411,7,2022,6.5,135.51484256620265,31066.708,Refined/Articles,2022-07-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Vietnam,19440,7612,3,2025,2.7,148.07891445527505,13128.135,Other,2025-03-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Vietnam,42088,7418,7,2024,2.9,144.18589528264368,29190.095,Other,2024-07-01
7411 Copper Tubes And Pipes,Malaysia,499658,7411,2,2012,1.7,104.75099999999999,476995.924,Refined/Articles,2012-02-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Malaysia,156588,7610,12,2011,3.0,103.0,152027.184,Refined/Articles,2011-12-01
7411 Copper Tubes And Pipes,Indonesia,47027,7411,10,2018,1.9,114.6409802061275,41021.108,Refined/Articles,2018-10-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Indonesia,76387,7610,4,2018,1.9,114.6409802061275,66631.496,Refined/Articles,2018-04-01
"7604 Aluminum Bars, Rods And Profiles",Philippines,6510,7604,1,2016,2.1,110.18943713529859,5908.007,Refined/Articles,2016-01-01
7907 Articles Of Zinc Nesoi,Malaysia,64706,7907,3,2022,6.5,135.51484256620265,47748.275,Refined/Articles,2022-03-01
7412 Copper Tube Or Pipe Fittings,Singapore,708235,7412,5,2016,2.1,110.18943713529859,642743.096,Other,2016-05-01
7411 Copper Tubes And Pipes,Thailand,885475,7411,10,2010,1.5,100.0,885475.0,Refined/Articles,2010-10-01
7419 Articles Of Copper Nesoi,Indonesia,149330,7419,8,2024,2.9,144.18589528264368,103567.689,Refined/Articles,2024-08-01
"7413 Stranded Wire, Cable Etc Of Copper, Not Elec Insul",Vietnam,145972,7413,12,2022,6.5,135.51484256620265,107716.614,Refined/Articles,2022-12-01
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Vietnam,16194,8105,5,2022,6.5,135.51484256620265,11949.983,Ore/Raw,2022-05-01
"7409 Copper Plates, Sheets & Strip, Over 0.15MM Thick",Brunei,7560,7409,11,2018,1.9,114.6409802061275,6594.5,Refined/Articles,2018-11-01
"7413 Stranded Wire, Cable Etc Of Copper, Not Elec Insul",Philippines,40440,7413,2,2024,2.9,144.18589528264368,28047.126,Refined/Articles,2024-02-01
"7604 Aluminum Bars, Rods And Profiles",Philippines,6800,7604,9,2011,3.0,103.0,6601.942,Refined/Articles,2011-09-01
2817 Zinc Oxide And Zinc Peroxide,Malaysia,23752,2817,3,2011,3.0,103.0,23060.194,Compound,2011-03-01
